30,25,30,30,30,35,30,35,40,40,35,35,30,30,30,35,25,35,35,30,30,36,25,30,35,36,35,36,40,35,31,30,35,40,40,30,41,30,40,35,30,30,45
30,25,30,30,30,35,30,35,40,40,35,35,30,30,30,35,25,35,35,30,30,36,25,30,35,36,35,36,40,35,31,30,35,40,40,30,41,30,40,35,30,30,45
30,25,30,30,30,35,30,40,40,40,35,35,30,30,30,35,25,35,30,30,25,36,25,30,40,36,30,41,40,35,25,25,35,40,40,30,36,30,40,35,30,30,45
30,25,30,35,30,40,30,40,40,40,35,35,25,30,30,35,25,35,30,30,25,36,25,30,40,36,30,41,40,35,25,25,35,40,40,30,36,30,40,35,30,30,45
30,35,30,35,30,40,30,35,40,40,35,35,25,30,35,35,25,35,35,30,35,36,30,30,40,36,35,36,46,35,25,25,30,40,40,30,30,30,40,35,30,30,45
30,35,30,35,30,40,30,35,40,40,35,35,25,30,35,35,25,35,35,30,35,36,30,30,40,36,35,36,46,35,25,25,30,40,40,30,30,30,40,35,30,30,45
30,35,30,35,25,40,30,35,40,35,35,35,30,30,35,30,25,30,35,30,35,36,30,30,35,36,35,36,40,35,25,25,35,40,40,30,30,30,40,30,30,25,45
30,35,30,35,25,40,30,35,40,35,35,35,30,30,35,30,25,30,35,30,35,36,30,30,35,36,35,36,40,35,25,25,35,40,40,30,30,30,40,30,30,25,45
30,30,30,35,30,40,30,35,40,35,35,35,30,30,35,30,25,30,35,30,30,40,25,30,35,36,35,36,40,35,25,25,35,40,40,30,30,25,40,30,30,25,45
30,30,41,35,30,40,30,35,40,40,35,35,30,30,35,30,25,30,35,30,30,40,25,30,40,36,35,36,40,35,25,25,35,40,40,30,30,25,40,30,30,25,45
30,30,41,35,30,40,30,35,40,40,35,35,30,30,30,30,25,30,30,30,30,40,25,30,40,36,35,36,40,35,25,25,35,40,40,30,30,30,40,30,30,30,45
30,30,30,40,30,40,30,35,40,40,35,35,30,30,30,30,25,30,30,25,30,40,25,25,40,36,35,36,40,35,31,30,35,40,40,25,36,30,40,35,30,30,45
35,30,30,40,30,40,30,35,40,35,35,35,30,30,30,30,25,30,35,25,30,36,25,25,40,41,35,41,40,35,31,30,35,40,40,35,36,30,40,35,30,30,45
35,30,35,25,30,40,30,35,35,35,35,35,30,30,35,25,30,30,35,25,30,36,25,25,40,41,35,41,40,35,31,30,35,40,40,35,36,30,40,30,30,30,45
35,30,35,25,30,40,30,35,35,35,35,35,30,30,35,25,30,30,30,30,30,36,25,25,40,41,35,41,40,35,31,30,35,40,40,30,36,35,40,30,30,25,40
30,30,41,25,25,35,30,35,35,35,30,30,30,30,35,25,30,30,30,30,30,36,25,25,40,36,35,41,40,35,25,30,35,40,40,30,36,35,40,30,30,25,40
30,30,35,30,25,35,30,35,35,40,30,30,30,30,35,25,35,30,30,30,30,40,25,30,40,36,35,36,46,35,31,30,35,40,35,35,41,30,40,30,30,25,40
30,30,35,30,30,35,30,35,35,40,30,30,30,30,35,25,35,30,30,30,30,40,25,30,40,36,35,36,46,35,31,30,35,40,35,35,41,30,40,30,30,25,40
30,30,35,45,30,35,30,35,35,40,30,30,30,30,35,25,35,30,35,36,30,40,25,30,40,36,35,30,40,30,31,25,35,40,40,30,41,30,40,30,30,25,45
30,30,35,45,30,35,30,35,35,40,30,30,25,30,35,25,35,30,35,36,30,40,25,30,40,36,35,30,40,30,31,25,35,40,40,30,46,30,40,30,30,25,45
30,30,35,35,30,35,30,35,35,40,30,30,25,35,30,25,35,30,35,30,35,36,25,30,35,36,35,36,40,35,31,25,45,40,35,35,46,30,40,30,30,30,45
30,30,35,35,30,35,30,35,40,40,30,30,25,35,30,25,35,30,35,30,35,36,25,30,35,36,35,36,40,35,31,25,45,40,35,35,36,30,40,30,30,30,45
30,30,35,35,35,35,30,40,35,40,35,35,25,35,30,25,35,35,35,30,40,40,25,30,35,30,35,41,40,35,31,25,45,45,35,30,30,25,40,35,30,25,50
30,30,35,30,35,40,30,40,35,35,35,35,25,30,30,25,35,35,35,30,40,40,25,30,35,30,35,41,40,35,31,25,51,45,40,30,30,25,40,35,25,25,50
30,30,41,35,35,40,30,40,35,35,35,35,30,30,35,35,30,35,35,25,35,40,25,30,35,30,35,41,46,35,31,25,51,40,40,30,36,30,40,41,25,25,45
30,30,41,35,30,40,30,35,35,35,30,35,30,30,35,35,30,35,35,25,35,40,25,30,35,36,35,41,46,35,31,25,51,40,35,30,36,30,40,41,30,25,45
30,30,41,35,30,40,30,35,35,35,30,35,30,30,40,30,30,30,40,30,40,40,25,30,35,36,35,41,46,30,31,25,51,40,35,25,36,30,40,35,30,25,45
30,30,41,35,30,35,30,35,35,35,30,35,30,30,40,30,30,30,40,30,40,40,25,30,40,36,35,41,46,30,31,25,45,40,40,25,36,30,40,35,30,30,45
30,30,41,35,30,35,30,35,35,35,30,35,30,25,40,30,35,30,40,25,30,36,25,30,40,36,35,36,46,30,31,25,45,40,40,30,36,30,40,30,30,25,45
30,30,41,35,35,35,30,35,35,35,30,35,30,25,40,30,35,30,40,25,30,36,25,30,40,36,35,36,46,30,36,25,35,40,40,30,36,30,40,30,30,25,45
